longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.34,34.01,38.0,2318.0,735.0,1407.0,702.0,1.6187,218232.01,<1H OCEAN
-118.34,34.02,44.0,1527.0,246.0,608.0,245.0,4.0357,194003.0,<1H OCEAN
-118.35,34.02,34.0,3978.0,1073.0,2725.0,1035.0,1.7622,171401.0,<1H OCEAN
-118.35,34.02,34.0,5218.0,1576.0,3538.0,1371.0,1.5143,135712.0,<1H OCEAN
-118.35,34.02,27.0,3358.0,1069.0,2415.0,956.0,1.4589,111814.0,<1H OCEAN
-118.35,34.01,33.0,3246.0,601.0,1585.0,603.0,3.6629,309603.0,<1H OCEAN
-118.35,34.01,35.0,3776.0,,1583.0,749.0,3.5486,293846.0,<1H OCEAN
-118.35,34.0,28.0,3085.0,621.0,1162.0,558.0,3.25,266458.0,<1H OCEAN
-118.28,33.99,35.0,1138.0,304.0,1128.0,311.0,1.8818,100486.0,<1H OCEAN
-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1.4625,101661.0,<1H OCEAN
-118.29,33.99,39.0,979.0,235.0,857.0,236.0,2.5547,109626.0,<1H OCEAN
-118.29,33.98,41.0,1582.0,416.0,1422.0,370.0,1.0516,107152.0,<1H OCEAN
-118.29,33.99,43.0,1902.0,398.0,1153.0,363.0,1.9375,108837.0,<1H OCEAN
-118.3,33.99,44.0,1458.0,326.0,1159.0,283.0,1.1645,100023.0,<1H OCEAN
-118.3,33.99,43.0,1534.0,384.0,1231.0,329.0,2.5437,101800.0,<1H OCEAN
-118.3,33.98,44.0,1597.0,388.0,902.0,321.0,1.9556,96167.0,<1H OCEAN
-118.3,33.99,45.0,1701.0,452.0,1484.0,427.0,1.84,97442.0,<1H OCEAN
-118.31,33.98,44.0,222.0,54.0,234.0,77.0,5.1136,150087.0,<1H OCEAN
-118.31,33.99,49.0,857.0,196.0,694.0,228.0,2.895,133526.0,<1H OCEAN
-118.31,33.98,52.0,1837.0,426.0,1062.0,343.0,2.0,102581.0,<1H OCEAN
-118.31,33.98,52.0,1607.0,331.0,900.0,295.0,3.5982,119360.0,<1H OCEAN
-118.31,33.98,50.0,1985.0,454.0,1090.0,410.0,1.825,108747.0,<1H OCEAN
-118.31,33.98,52.0,1975.0,379.0,1043.0,371.0,2.3977,120323.0,<1H OCEAN
-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,121611.0,<1H OCEAN
-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,1.9125,100328.0,<1H OCEAN
-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,104961.0,<1H OCEAN
-118.3,33.98,52.0,1371.0,315.0,986.0,277.0,2.9432,104356.0,<1H OCEAN
-118.3,33.98,48.0,2010.0,445.0,1208.0,404.0,1.6611,102711.0,<1H OCEAN
-118.3,33.98,48.0,1998.0,410.0,1176.0,382.0,3.0455,111549.0,<1H OCEAN
-118.3,33.98,44.0,1242.0,270.0,811.0,274.0,2.9375,101992.0,<1H OCEAN
-118.29,33.98,42.0,2833.0,768.0,2542.0,725.0,1.3479,103273.0,<1H OCEAN
-118.29,33.98,46.0,1118.0,300.0,786.0,254.0,1.4042,108398.0,<1H OCEAN
-118.28,33.98,39.0,1306.0,345.0,1332.0,331.0,1.9564,95061.0,<1H OCEAN
-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,115569.0,<1H OCEAN
-118.28,33.98,45.0,1720.0,416.0,1382.0,365.0,0.9337,94755.0,<1H OCEAN
-118.28,33.98,19.0,883.0,313.0,726.0,277.0,0.9809,115556.0,<1H OCEAN
-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,102455.0,<1H OCEAN
-118.28,33.97,31.0,1068.0,271.0,1091.0,281.0,1.689,102612.0,<1H OCEAN
-118.28,33.97,31.0,2017.0,566.0,2063.0,521.0,1.9219,106031.0,<1H OCEAN
-118.28,33.97,35.0,2305.0,634.0,1978.0,568.0,1.375,99934.0,<1H OCEAN
-118.29,33.97,43.0,2660.0,672.0,2133.0,588.0,1.7734,107441.0,<1H OCEAN
-118.3,33.97,46.0,1425.0,317.0,1140.0,304.0,3.375,106915.0,<1H OCEAN
-118.3,33.97,44.0,1521.0,289.0,1074.0,285.0,2.0673,100760.0,<1H OCEAN
-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,144425.0,<1H OCEAN
-118.3,33.97,50.0,2270.0,451.0,1000.0,412.0,2.1221,116626.0,<1H OCEAN
-118.31,33.97,52.0,1595.0,325.0,823.0,302.0,3.2188,128124.0,<1H OCEAN
-118.31,33.97,47.0,2066.0,422.0,1156.0,380.0,2.7917,127331.0,<1H OCEAN
-118.31,33.97,52.0,1629.0,277.0,819.0,288.0,3.725,154613.0,<1H OCEAN
-118.31,33.97,48.0,1541.0,314.0,819.0,312.0,3.0917,129998.0,<1H OCEAN
-118.31,33.94,41.0,1353.0,286.0,751.0,250.0,2.7401,151535.01,<1H OCEAN
-118.3,33.95,50.0,1843.0,326.0,892.0,314.0,3.1346,126533.0,<1H OCEAN
-118.31,33.95,43.0,1823.0,358.0,1065.0,342.0,3.2708,135127.0,<1H OCEAN
-118.31,33.95,44.0,1558.0,333.0,1095.0,316.0,4.0043,135377.0,<1H OCEAN
-118.31,33.95,44.0,2490.0,430.0,1305.0,411.0,4.8295,165137.0,<1H OCEAN
-118.31,33.94,43.0,2104.0,393.0,1132.0,394.0,3.0682,143890.01,<1H OCEAN
-118.31,33.96,43.0,2118.0,569.0,1266.0,500.0,1.747,122532.0,<1H OCEAN
-118.31,33.96,43.0,2149.0,493.0,1316.0,462.0,1.528,124826.0,<1H OCEAN
-118.31,33.96,46.0,1686.0,303.0,870.0,320.0,3.4643,139285.0,<1H OCEAN
-118.31,33.96,48.0,2015.0,356.0,1020.0,338.0,4.0625,151795.0,<1H OCEAN
-118.29,33.97,48.0,3139.0,587.0,1319.0,506.0,3.5208,145572.0,<1H OCEAN
-118.29,33.96,36.0,1717.0,417.0,902.0,368.0,1.4868,110346.0,<1H OCEAN
-118.3,33.96,43.0,2009.0,442.0,1095.0,439.0,2.8299,126666.0,<1H OCEAN
-118.3,33.96,39.0,2802.0,618.0,1524.0,529.0,2.6518,140161.0,<1H OCEAN
-118.28,33.96,41.0,1175.0,340.0,1241.0,352.0,1.2273,98989.0,<1H OCEAN
-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,101043.0,<1H OCEAN
-118.28,33.97,34.0,2771.0,802.0,2782.0,715.0,1.6652,106037.0,<1H OCEAN
-118.29,33.96,31.0,4022.0,1208.0,3707.0,1007.0,1.3096,128806.0,<1H OCEAN
-118.3,33.96,47.0,2112.0,417.0,1161.0,368.0,3.9722,132633.0,<1H OCEAN
-118.31,33.96,52.0,2523.0,460.0,1167.0,413.0,3.0625,148061.01,<1H OCEAN
-118.31,33.96,47.0,1586.0,322.0,1077.0,339.0,4.4861,148881.0,<1H OCEAN
-118.31,33.96,47.0,2005.0,392.0,1134.0,415.0,3.7143,149035.0,<1H OCEAN
-118.26,33.99,30.0,1702.0,443.0,1966.0,442.0,1.5521,99905.0,<1H OCEAN
-118.27,33.98,30.0,1966.0,584.0,2028.0,535.0,1.625,101325.0,<1H OCEAN
-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,102550.0,<1H OCEAN
-118.27,33.99,41.0,656.0,162.0,730.0,170.0,1.8047,101058.0,<1H OCEAN
-118.28,33.98,43.0,1240.0,312.0,1100.0,311.0,1.575,100295.0,<1H OCEAN
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1.3042,98298.0,<1H OCEAN
-118.27,33.98,39.0,2062.0,588.0,1933.0,570.0,1.3801,98522.0,<1H OCEAN
-118.27,33.98,44.0,1722.0,457.0,2177.0,401.0,2.125,113046.0,<1H OCEAN
-118.26,33.98,43.0,762.0,206.0,854.0,188.0,1.2315,98806.0,<1H OCEAN
-118.26,33.97,46.0,1295.0,351.0,1120.0,323.0,1.7121,98207.0,<1H OCEAN
-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,97019.0,<1H OCEAN
-118.26,33.97,46.0,1521.0,352.0,1100.0,334.0,1.55,96183.0,<1H OCEAN
-118.26,33.97,46.0,1086.0,249.0,880.0,250.0,1.5962,98397.0,<1H OCEAN
-118.27,33.97,45.0,1546.0,371.0,1186.0,366.0,1.64,98874.0,<1H OCEAN
-118.28,33.97,40.0,2180.0,642.0,2464.0,631.0,1.5521,94350.0,<1H OCEAN
-118.27,33.97,39.0,2569.0,688.0,2601.0,630.0,2.0754,101563.0,<1H OCEAN
-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,98690.0,<1H OCEAN
-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1.0208,88920.0,<1H OCEAN
-118.27,33.96,42.0,796.0,203.0,697.0,177.0,2.037,95159.0,<1H OCEAN
-118.28,33.96,37.0,1812.0,500.0,1640.0,447.0,1.9348,100521.0,<1H OCEAN
-118.26,33.97,47.0,1504.0,374.0,1168.0,358.0,1.4625,95437.0,<1H OCEAN
-118.26,33.96,40.0,1475.0,347.0,1222.0,298.0,1.5303,95318.0,<1H OCEAN
-118.26,33.96,39.0,1255.0,323.0,902.0,327.0,1.5812,94169.0,<1H OCEAN
-118.26,33.97,52.0,1331.0,346.0,1144.0,362.0,1.5326,92984.0,<1H OCEAN
-118.27,33.97,34.0,1462.0,394.0,1310.0,351.0,1.1557,92589.0,<1H OCEAN
-118.27,33.96,38.0,1126.0,270.0,999.0,265.0,0.5495,121845.06,<1H OCEAN
-118.27,33.96,34.0,1040.0,276.0,1083.0,255.0,1.6467,94107.0,<1H OCEAN
-118.27,33.95,39.0,1529.0,358.0,1154.0,357.0,1.2091,96318.0,<1H OCEAN
-118.26,33.95,38.0,1387.0,346.0,1240.0,355.0,1.6898,95185.0,<1H OCEAN
-118.26,33.95,44.0,1513.0,369.0,1088.0,344.0,1.2969,94243.0,<1H OCEAN
-118.26,33.96,39.0,1542.0,375.0,1256.0,361.0,1.7167,98747.0,<1H OCEAN
-118.26,33.96,37.0,1625.0,383.0,1243.0,350.0,1.3971,96178.0,<1H OCEAN
-118.28,33.96,42.0,1604.0,399.0,1581.0,387.0,1.7656,101696.0,<1H OCEAN
-118.28,33.95,40.0,2044.0,538.0,2150.0,524.0,2.1437,103154.0,<1H OCEAN
-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,1.615,100431.0,<1H OCEAN
-118.28,33.96,39.0,882.0,221.0,697.0,189.0,1.8472,99232.0,<1H OCEAN
-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,1.5313,106400.0,<1H OCEAN
-118.29,33.95,35.0,1401.0,362.0,1357.0,327.0,2.0917,101772.0,<1H OCEAN
-118.29,33.95,32.0,721.0,205.0,842.0,208.0,1.6029,94759.0,<1H OCEAN
-118.29,33.96,39.0,1340.0,409.0,1463.0,367.0,1.5294,109653.0,<1H OCEAN
-118.29,33.95,40.0,2808.0,695.0,2357.0,627.0,1.9655,104624.0,<1H OCEAN
-118.29,33.95,39.0,1701.0,428.0,1468.0,411.0,1.9702,104168.0,<1H OCEAN
-118.28,33.94,43.0,1201.0,292.0,840.0,252.0,2.7917,114012.0,<1H OCEAN
-118.29,33.94,34.0,1089.0,278.0,995.0,315.0,2.3352,110594.0,<1H OCEAN
-118.27,33.95,35.0,2073.0,494.0,1753.0,490.0,1.5,98750.0,<1H OCEAN
-118.27,33.95,43.0,1156.0,291.0,1074.0,299.0,1.8814,94591.0,<1H OCEAN
-118.27,33.94,30.0,1041.0,275.0,877.0,270.0,1.5268,91935.0,<1H OCEAN
-118.28,33.94,38.0,637.0,204.0,679.0,162.0,1.5714,91186.0,<1H OCEAN
-118.28,33.95,41.0,835.0,208.0,707.0,192.0,1.4103,89116.0,<1H OCEAN
-118.27,33.95,40.0,935.0,226.0,818.0,236.0,1.8798,94826.0,<1H OCEAN
-118.27,33.95,34.0,987.0,248.0,902.0,221.0,2.3365,98967.0,<1H OCEAN
-118.27,33.95,34.0,1261.0,315.0,1027.0,303.0,2.2946,95109.0,<1H OCEAN
-118.27,33.95,29.0,1579.0,351.0,1056.0,322.0,2.3056,107312.0,<1H OCEAN
-118.25,33.95,35.0,1405.0,326.0,1086.0,273.0,1.0375,90803.0,<1H OCEAN
-118.26,33.94,45.0,1080.0,218.0,850.0,237.0,2.25,98311.0,<1H OCEAN
-118.26,33.95,44.0,1771.0,378.0,1296.0,399.0,1.6389,97018.0,<1H OCEAN
-118.26,33.95,44.0,1481.0,329.0,999.0,315.0,1.5147,94577.0,<1H OCEAN
-118.26,33.94,44.0,1103.0,265.0,760.0,247.0,1.6887,96778.0,<1H OCEAN
-118.25,33.94,37.0,1002.0,270.0,1092.0,273.0,1.6333,93497.0,<1H OCEAN
-118.26,33.94,41.0,1510.0,410.0,1408.0,389.0,1.65,95582.0,<1H OCEAN
-118.27,33.94,38.0,1314.0,318.0,1080.0,285.0,1.5872,90351.0,<1H OCEAN
-118.26,33.94,44.0,795.0,181.0,716.0,167.0,2.0,91733.0,<1H OCEAN
-118.26,33.93,35.0,1562.0,403.0,1587.0,406.0,1.4917,94769.0,<1H OCEAN
-118.27,33.93,41.0,570.0,135.0,466.0,121.0,2.6458,107072.0,<1H OCEAN
-118.27,33.94,34.0,721.0,165.0,661.0,171.0,2.0789,92400.0,<1H OCEAN
-118.27,33.94,37.0,973.0,221.0,842.0,178.0,1.6645,94081.0,<1H OCEAN
-118.27,33.93,36.0,1467.0,369.0,1247.0,347.0,1.8191,92553.0,<1H OCEAN
-118.26,33.93,36.0,1102.0,247.0,702.0,225.0,1.5256,94543.0,<1H OCEAN
-118.26,33.93,42.0,1433.0,295.0,775.0,293.0,1.1326,91341.0,<1H OCEAN
-118.25,33.93,42.0,657.0,147.0,526.0,132.0,2.5,108195.0,<1H OCEAN
-118.26,33.92,40.0,1076.0,244.0,705.0,255.0,1.7986,97270.0,<1H OCEAN
-118.27,33.92,36.0,1465.0,346.0,1147.0,324.0,1.7262,91175.0,<1H OCEAN
-118.27,33.94,43.0,1309.0,344.0,1182.0,340.0,1.6625,91113.0,<1H OCEAN
-118.27,33.94,30.0,1764.0,397.0,1406.0,362.0,1.449,94590.0,<1H OCEAN
-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1.1468,98203.0,<1H OCEAN
-118.28,33.93,21.0,847.0,278.0,1283.0,277.0,1.4329,96708.0,<1H OCEAN
-118.28,33.94,32.0,1381.0,375.0,1268.0,354.0,1.1051,96000.0,<1H OCEAN
-118.28,33.94,9.0,456.0,130.0,438.0,114.0,0.8952,148514.07,<1H OCEAN
-118.28,33.94,44.0,1631.0,338.0,1197.0,355.0,3.0788,109198.0,<1H OCEAN
-118.28,33.93,42.0,1898.0,460.0,1503.0,429.0,2.5179,111809.0,<1H OCEAN
-118.29,33.93,43.0,2021.0,379.0,1051.0,352.0,3.3836,134412.0,<1H OCEAN
-118.29,33.94,47.0,1782.0,338.0,1003.0,329.0,2.5398,109565.0,<1H OCEAN
-118.28,33.93,41.0,936.0,257.0,913.0,226.0,2.0313,109957.0,<1H OCEAN
-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,142521.0,<1H OCEAN
-118.29,33.93,41.0,896.0,198.0,605.0,168.0,2.2778,137882.02,<1H OCEAN
-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1.2098,92243.0,<1H OCEAN
-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,1.5114,100207.0,<1H OCEAN
-118.28,33.93,43.0,269.0,74.0,295.0,79.0,2.2969,130538.0,<1H OCEAN
-118.28,33.93,45.0,529.0,112.0,448.0,120.0,3.5833,104307.0,<1H OCEAN
-118.28,33.93,52.0,117.0,33.0,74.0,45.0,0.4999,156844.11,<1H OCEAN
-118.25,33.94,44.0,1463.0,312.0,940.0,312.0,2.3333,100096.0,<1H OCEAN
-118.25,33.94,43.0,1113.0,378.0,1305.0,334.0,1.1434,92412.0,<1H OCEAN
-118.25,33.94,43.0,793.0,,736.0,231.0,0.8527,93938.0,<1H OCEAN
-118.23,33.95,37.0,2667.0,671.0,2865.0,683.0,0.6831,137754.05,<1H OCEAN
-118.24,33.95,40.0,1193.0,280.0,1210.0,286.0,1.35,91033.0,<1H OCEAN
-118.24,33.95,37.0,649.0,147.0,653.0,147.0,1.4792,95341.0,<1H OCEAN
-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,98573.0,<1H OCEAN
-118.24,33.95,21.0,1260.0,342.0,1167.0,310.0,0.9708,98319.0,<1H OCEAN
-118.25,33.95,28.0,2136.0,,1799.0,476.0,1.5427,98487.0,<1H OCEAN
-118.24,33.95,37.0,441.0,125.0,390.0,98.0,1.6513,96579.0,<1H OCEAN
-118.25,33.95,25.0,764.0,200.0,801.0,220.0,1.1384,96882.0,<1H OCEAN
-118.25,33.93,40.0,975.0,270.0,1068.0,270.0,0.9889,88166.0,<1H OCEAN
-118.25,33.93,36.0,2452.0,734.0,2664.0,667.0,0.9298,109780.01,<1H OCEAN
-118.25,33.93,42.0,819.0,233.0,899.0,228.0,1.1346,87772.0,<1H OCEAN
-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,2.0,87278.0,<1H OCEAN
-118.24,33.94,34.0,796.0,180.0,673.0,144.0,2.0769,90664.0,<1H OCEAN
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,92545.0,<1H OCEAN
-118.24,33.93,32.0,779.0,201.0,861.0,219.0,1.0625,90151.0,<1H OCEAN
-118.24,33.94,42.0,380.0,106.0,411.0,100.0,0.9705,95283.0,<1H OCEAN
-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,1.7212,94661.0,<1H OCEAN
-118.23,33.94,39.0,1141.0,258.0,1313.0,234.0,2.0187,91262.0,<1H OCEAN
-118.23,33.94,35.0,1090.0,267.0,1339.0,263.0,2.1607,98574.0,<1H OCEAN
-118.23,33.94,36.0,1110.0,,1417.0,302.0,2.3333,106234.0,<1H OCEAN
-118.24,33.94,30.0,940.0,211.0,1071.0,204.0,1.2679,92529.0,<1H OCEAN
-118.23,33.93,36.0,501.0,123.0,487.0,118.0,1.3,91975.0,<1H OCEAN
-118.23,33.93,39.0,2065.0,532.0,2015.0,535.0,0.8478,106947.0,<1H OCEAN
-118.24,33.93,32.0,1063.0,282.0,992.0,253.0,0.8984,92634.0,<1H OCEAN
-118.39,34.12,29.0,6447.0,1012.0,2184.0,960.0,8.2816,496619.87,<1H OCEAN
-118.4,34.11,32.0,5578.0,753.0,1567.0,697.0,15.0001,500001.0,<1H OCEAN
-118.42,34.12,27.0,2089.0,303.0,654.0,270.0,12.3767,500001.0,<1H OCEAN
-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,500001.0,<1H OCEAN
-118.43,34.09,27.0,1613.0,200.0,497.0,197.0,7.9835,448461.61,<1H OCEAN
-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,498714.95,<1H OCEAN
-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,500001.0,<1H OCEAN
-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,495023.94,<1H OCEAN
-118.45,34.08,52.0,1500.0,176.0,384.0,145.0,7.1576,465153.68,<1H OCEAN
-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,500001.0,<1H OCEAN
-118.46,34.08,35.0,3247.0,525.0,1065.0,484.0,7.8426,491607.93,<1H OCEAN
-118.47,34.1,32.0,8041.0,1141.0,2768.0,1106.0,11.1978,500001.0,<1H OCEAN
-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,500001.0,<1H OCEAN
-118.48,34.07,29.0,4767.0,777.0,1500.0,638.0,10.7937,500001.0,<1H OCEAN
-118.48,34.07,40.0,3351.0,484.0,1564.0,523.0,8.5153,499722.99,<1H OCEAN
-118.48,34.07,37.0,4042.0,549.0,1318.0,542.0,12.8665,500001.0,<1H OCEAN
-118.49,34.06,42.0,2861.0,360.0,829.0,310.0,15.0001,500001.0,<1H OCEAN
-118.49,34.07,36.0,2929.0,366.0,1054.0,352.0,13.5728,500001.0,<1H OCEAN
-118.51,34.11,29.0,9013.0,1117.0,2919.0,1061.0,13.947,499167.99,<1H OCEAN
-118.5,34.05,39.0,1487.0,163.0,414.0,160.0,15.0,500001.0,<1H OCEAN
-118.53,34.09,37.0,5477.0,833.0,1925.0,757.0,8.1888,499363.97,<1H OCEAN
-118.52,34.05,45.0,1814.0,325.0,709.0,311.0,4.825,481008.77,<1H OCEAN
-118.52,34.04,47.0,1985.0,315.0,819.0,340.0,6.5147,461633.66,<1H OCEAN
-118.57,34.09,14.0,7970.0,1142.0,2926.0,1096.0,11.2866,498186.96,<1H OCEAN
-118.54,34.05,33.0,6778.0,1092.0,2540.0,1052.0,8.565,498566.94,<1H OCEAN
-118.55,34.04,41.0,1482.0,239.0,617.0,242.0,8.8619,484533.79,<1H OCEAN
-118.56,34.03,34.0,2095.0,343.0,662.0,299.0,8.2934,499988.99,<1H OCEAN
-118.56,34.06,24.0,2332.0,349.0,761.0,325.0,7.3031,446528.65,<1H OCEAN
-118.54,34.06,21.0,3755.0,525.0,1493.0,526.0,11.4233,500001.0,<1H OCEAN
-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,468547.72,<1H OCEAN
-118.52,34.04,42.0,993.0,130.0,368.0,134.0,10.8082,500001.0,<1H OCEAN
-118.52,34.04,43.0,2167.0,254.0,761.0,256.0,13.6842,500001.0,<1H OCEAN
-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,496248.96,<1H OCEAN
-118.53,34.03,40.0,4350.0,763.0,1551.0,665.0,7.0318,487009.85,<1H OCEAN
-118.5,34.05,36.0,4152.0,542.0,1461.0,550.0,15.0001,500001.0,<1H OCEAN
-118.55,33.99,39.0,2603.0,456.0,928.0,410.0,7.9096,497744.97,NEAR OCEAN
-118.51,34.04,38.0,4715.0,691.0,1660.0,637.0,10.1882,500001.0,<1H OCEAN
-118.47,34.06,45.0,1271.0,190.0,419.0,171.0,7.6447,486354.8,<1H OCEAN
-118.47,34.06,45.0,3030.0,433.0,916.0,399.0,9.4664,500001.0,<1H OCEAN
-118.48,34.05,48.0,3623.0,528.0,1282.0,516.0,9.5221,498817.96,<1H OCEAN
-118.49,34.05,42.0,1918.0,216.0,632.0,224.0,15.0001,500001.0,<1H OCEAN
-118.47,34.06,26.0,6577.0,1789.0,2937.0,1652.0,4.801,465668.79,<1H OCEAN
-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554,461800.77,<1H OCEAN
-118.47,34.05,25.0,2689.0,719.0,1229.0,663.0,3.5909,475698.77,<1H OCEAN
-118.46,34.05,25.0,4077.0,1151.0,1719.0,1017.0,3.7721,372598.19,<1H OCEAN
-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,405374.17,<1H OCEAN
-118.47,34.05,22.0,5215.0,1193.0,2048.0,1121.0,4.7009,484761.86,<1H OCEAN
-118.47,34.05,27.0,4401.0,1033.0,1725.0,962.0,4.175,454379.58,<1H OCEAN
-118.48,34.05,36.0,2143.0,434.0,751.0,396.0,6.7496,474323.74,<1H OCEAN
-118.49,34.05,45.0,1346.0,214.0,415.0,209.0,7.0285,481679.76,<1H OCEAN
-118.42,34.08,46.0,1399.0,148.0,410.0,152.0,15.0001,500001.0,<1H OCEAN
-118.43,34.07,34.0,3203.0,483.0,949.0,439.0,10.3467,500001.0,<1H OCEAN
-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,488363.86,<1H OCEAN
-118.44,34.07,26.0,3535.0,748.0,1322.0,666.0,7.1674,456633.7,<1H OCEAN
-118.44,34.07,35.0,1973.0,332.0,1257.0,296.0,8.9565,500001.0,<1H OCEAN
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,473956.83,<1H OCEAN
-118.44,34.07,21.0,730.0,263.0,965.0,224.0,2.0511,298764.03,<1H OCEAN
-118.44,34.06,14.0,520.0,292.0,282.0,213.0,2.2857,424159.62,<1H OCEAN
-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,1.3125,275472.02,<1H OCEAN
-118.45,34.07,19.0,4845.0,1609.0,3751.0,1539.0,1.583,263483.02,<1H OCEAN
-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,2.2444,436234.11,<1H OCEAN
-118.46,34.06,46.0,1302.0,215.0,482.0,226.0,7.0674,476625.72,<1H OCEAN
-118.46,34.07,43.0,2511.0,456.0,808.0,407.0,6.7703,490803.92,<1H OCEAN
-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,500001.0,<1H OCEAN
-118.46,34.07,42.0,2564.0,460.0,913.0,414.0,9.2225,500001.0,<1H OCEAN
-118.44,34.06,9.0,5102.0,1695.0,2609.0,1450.0,3.2545,319368.07,<1H OCEAN
-118.44,34.05,18.0,4780.0,1192.0,1886.0,1036.0,4.4674,466620.76,<1H OCEAN
-118.44,34.05,32.0,1880.0,435.0,798.0,417.0,4.7109,466363.12,<1H OCEAN
-118.44,34.05,15.0,5368.0,1312.0,2269.0,1232.0,5.7097,350235.21,<1H OCEAN
-118.43,34.06,11.0,3184.0,641.0,911.0,463.0,7.2675,397556.31,<1H OCEAN
-118.43,34.06,41.0,1463.0,267.0,601.0,267.0,5.3777,416134.15,<1H OCEAN
-118.43,34.05,22.0,4251.0,1073.0,1581.0,881.0,5.2555,464832.77,<1H OCEAN
-118.44,34.06,13.0,4833.0,1119.0,1649.0,807.0,6.2389,451625.7,<1H OCEAN
-118.42,34.06,40.0,2933.0,565.0,1077.0,536.0,6.1527,483243.77,<1H OCEAN
-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,474779.77,<1H OCEAN
-118.43,34.06,38.0,2982.0,664.0,1122.0,572.0,4.1908,484039.83,<1H OCEAN
-118.43,34.06,20.0,4600.0,1018.0,1675.0,932.0,5.1999,434592.54,<1H OCEAN
-118.42,34.06,44.0,533.0,90.0,291.0,97.0,10.8045,498334.98,<1H OCEAN
-118.42,34.06,52.0,1881.0,334.0,640.0,321.0,6.871,486506.87,<1H OCEAN
-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,481558.87,<1H OCEAN
-118.43,34.05,52.0,1693.0,290.0,727.0,305.0,6.7115,476431.78,<1H OCEAN
-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,430897.5,<1H OCEAN
-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,341987.17,<1H OCEAN
-118.44,34.05,22.0,3970.0,871.0,1588.0,791.0,4.8618,483798.88,<1H OCEAN
-118.43,34.04,52.0,2425.0,435.0,962.0,412.0,5.8587,473357.1,<1H OCEAN
-118.45,34.05,28.0,801.0,399.0,936.0,406.0,2.1875,209269.01,<1H OCEAN
-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673,312784.03,<1H OCEAN
-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,307102.05,<1H OCEAN
-118.46,34.05,25.0,6902.0,2138.0,3136.0,1844.0,2.6509,334336.06,<1H OCEAN
-118.45,34.05,23.0,4099.0,1287.0,2103.0,1217.0,3.7549,328073.1,<1H OCEAN
-118.46,34.04,19.0,3522.0,1036.0,1820.0,977.0,3.2663,360358.11,<1H OCEAN
-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,372954.18,<1H OCEAN
-118.45,34.04,19.0,3330.0,1010.0,1837.0,915.0,3.0173,359834.01,<1H OCEAN
